RUN	pokemonapi.RefulTask	refultask	1720829203000	 	3.11.3
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224037
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224037
USER	Task API Test	END	1720829224037
USER	Task API Test	START	1720829224038
REQUEST		POST task	1720829223797	1720829224060	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224060
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224060
USER	Task API Test	END	1720829224061
USER	Task API Test	START	1720829224062
REQUEST		POST task	1720829223796	1720829224065	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224065
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224066
USER	Task API Test	END	1720829224066
USER	Task API Test	START	1720829224067
REQUEST		POST task	1720829223287	1720829224096	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224096
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224096
USER	Task API Test	END	1720829224097
USER	Task API Test	START	1720829224098
REQUEST		POST task	1720829223847	1720829224118	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224118
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224118
USER	Task API Test	END	1720829224119
USER	Task API Test	START	1720829224120
REQUEST		POST task	1720829223358	1720829224139	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224139
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224139
USER	Task API Test	END	1720829224140
USER	Task API Test	START	1720829224140
REQUEST		POST task	1720829223924	1720829224187	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224188
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224189
USER	Task API Test	END	1720829224190
USER	Task API Test	START	1720829224190
REQUEST		POST task	1720829223426	1720829224202	KO	status.find.is(200), but actually found 405
REQUEST		POST task	1720829223946	1720829224202	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224203
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224203
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224203
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224203
USER	Task API Test	END	1720829224203
USER	Task API Test	END	1720829224203
USER	Task API Test	START	1720829224204
USER	Task API Test	START	1720829224204
REQUEST		POST task	1720829224027	1720829224279	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224280
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224280
USER	Task API Test	END	1720829224281
USER	Task API Test	START	1720829224281
REQUEST		POST task	1720829224037	1720829224290	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224291
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224291
USER	Task API Test	END	1720829224291
USER	Task API Test	START	1720829224292
REQUEST		POST task	1720829224061	1720829224329	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224330
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224330
USER	Task API Test	END	1720829224330
REQUEST		POST task	1720829224066	1720829224330	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224331
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224331
USER	Task API Test	START	1720829224331
USER	Task API Test	END	1720829224331
USER	Task API Test	START	1720829224331
REQUEST		POST task	1720829224097	1720829224348	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224349
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224349
USER	Task API Test	END	1720829224349
USER	Task API Test	START	1720829224350
REQUEST		POST task	1720829224119	1720829224394	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224395
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224395
USER	Task API Test	END	1720829224396
USER	Task API Test	START	1720829224396
REQUEST		POST task	1720829224140	1720829224396	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224397
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224397
USER	Task API Test	END	1720829224397
USER	Task API Test	START	1720829224397
REQUEST		POST task	1720829224190	1720829224465	KO	status.find.is(200), but actually found 405
REQUEST		POST task	1720829224204	1720829224465	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224465
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224465
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224465
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224465
USER	Task API Test	END	1720829224466
USER	Task API Test	END	1720829224466
USER	Task API Test	START	1720829224466
USER	Task API Test	START	1720829224466
REQUEST		POST task	1720829224204	1720829224467	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224467
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224467
USER	Task API Test	END	1720829224467
USER	Task API Test	START	1720829224468
REQUEST		POST task	1720829224292	1720829224547	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224547
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224548
USER	Task API Test	END	1720829224548
USER	Task API Test	START	1720829224549
REQUEST		POST task	1720829224281	1720829224549	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224549
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224549
USER	Task API Test	END	1720829224550
USER	Task API Test	START	1720829224550
REQUEST		POST task	1720829224330	1720829224589	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224590
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224590
USER	Task API Test	END	1720829224590
USER	Task API Test	START	1720829224591
REQUEST		POST task	1720829224331	1720829224606	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224607
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224607
USER	Task API Test	END	1720829224607
USER	Task API Test	START	1720829224608
REQUEST		POST task	1720829224349	1720829224646	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224646
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224646
USER	Task API Test	END	1720829224647
USER	Task API Test	START	1720829224647
REQUEST		POST task	1720829224397	1720829224648	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224649
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224649
USER	Task API Test	END	1720829224649
USER	Task API Test	START	1720829224649
REQUEST		POST task	1720829224396	1720829224661	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224662
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224662
USER	Task API Test	END	1720829224662
USER	Task API Test	START	1720829224662
REQUEST		POST task	1720829224466	1720829224717	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224717
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224717
USER	Task API Test	END	1720829224718
USER	Task API Test	START	1720829224718
REQUEST		POST task	1720829224467	1720829224725	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224726
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224726
USER	Task API Test	END	1720829224726
USER	Task API Test	START	1720829224726
REQUEST		POST task	1720829224466	1720829224738	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224738
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224738
USER	Task API Test	END	1720829224739
USER	Task API Test	START	1720829224739
REQUEST		POST task	1720829224550	1720829224808	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224809
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224809
USER	Task API Test	END	1720829224809
USER	Task API Test	START	1720829224810
REQUEST		POST task	1720829224548	1720829224817	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224818
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224818
USER	Task API Test	END	1720829224818
USER	Task API Test	START	1720829224819
REQUEST		POST task	1720829224590	1720829224851	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224852
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224852
USER	Task API Test	END	1720829224852
USER	Task API Test	START	1720829224853
REQUEST		POST task	1720829224608	1720829224866	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224866
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224866
USER	Task API Test	END	1720829224867
USER	Task API Test	START	1720829224867
REQUEST		POST task	1720829224647	1720829224901	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224902
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224902
USER	Task API Test	END	1720829224902
USER	Task API Test	START	1720829224903
REQUEST		POST task	1720829224649	1720829224904	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224904
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224904
USER	Task API Test	END	1720829224905
USER	Task API Test	START	1720829224905
REQUEST		POST task	1720829224662	1720829224933	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224934
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224934
USER	Task API Test	END	1720829224934
USER	Task API Test	START	1720829224935
REQUEST		POST task	1720829224718	1720829224981	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224981
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224982
USER	Task API Test	END	1720829224982
USER	Task API Test	START	1720829224983
REQUEST		POST task	1720829224726	1720829224985	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829224985
ERROR	GET task: No attribute named 'thiis' is defined 	1720829224985
USER	Task API Test	END	1720829224986
USER	Task API Test	START	1720829224986
REQUEST		POST task	1720829224809	1720829225070	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225071
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225071
USER	Task API Test	END	1720829225071
USER	Task API Test	START	1720829225072
REQUEST		POST task	1720829224818	1720829225076	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225076
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225076
USER	Task API Test	END	1720829225077
USER	Task API Test	START	1720829225077
REQUEST		POST task	1720829224853	1720829225109	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225109
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225109
USER	Task API Test	END	1720829225110
USER	Task API Test	START	1720829225111
REQUEST		POST task	1720829224903	1720829225157	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225158
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225158
REQUEST		POST task	1720829224905	1720829225158	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225158
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225158
USER	Task API Test	END	1720829225158
USER	Task API Test	END	1720829225158
USER	Task API Test	START	1720829225159
USER	Task API Test	START	1720829225159
REQUEST		POST task	1720829224935	1720829225202	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225203
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225203
USER	Task API Test	END	1720829225204
USER	Task API Test	START	1720829225205
REQUEST		POST task	1720829224982	1720829225240	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225241
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225241
USER	Task API Test	END	1720829225241
USER	Task API Test	START	1720829225242
REQUEST		POST task	1720829224986	1720829225245	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225246
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225246
USER	Task API Test	END	1720829225246
USER	Task API Test	START	1720829225246
REQUEST		POST task	1720829225071	1720829225331	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225332
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225332
USER	Task API Test	END	1720829225333
USER	Task API Test	START	1720829225333
REQUEST		POST task	1720829225110	1720829225362	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225363
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225363
USER	Task API Test	END	1720829225363
USER	Task API Test	START	1720829225364
REQUEST		POST task	1720829225159	1720829225431	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225431
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225431
USER	Task API Test	END	1720829225432
USER	Task API Test	START	1720829225433
REQUEST		POST task	1720829225204	1720829225467	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225468
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225468
USER	Task API Test	END	1720829225468
USER	Task API Test	START	1720829225469
REQUEST		POST task	1720829225246	1720829225499	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225499
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225499
USER	Task API Test	END	1720829225500
USER	Task API Test	START	1720829225501
REQUEST		POST task	1720829225241	1720829225503	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225504
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225504
USER	Task API Test	END	1720829225504
USER	Task API Test	START	1720829225505
REQUEST		POST task	1720829224739	1720829225578	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225579
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225579
USER	Task API Test	END	1720829225579
USER	Task API Test	START	1720829225580
REQUEST		POST task	1720829225333	1720829225591	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225591
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225591
USER	Task API Test	END	1720829225592
USER	Task API Test	START	1720829225592
REQUEST		POST task	1720829224867	1720829225623	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225624
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225624
USER	Task API Test	END	1720829225624
USER	Task API Test	START	1720829225625
REQUEST		POST task	1720829225363	1720829225633	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225633
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225633
USER	Task API Test	END	1720829225634
USER	Task API Test	START	1720829225634
REQUEST		POST task	1720829225432	1720829225687	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225687
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225687
USER	Task API Test	END	1720829225688
USER	Task API Test	START	1720829225688
REQUEST		POST task	1720829225469	1720829225735	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225736
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225736
USER	Task API Test	END	1720829225736
USER	Task API Test	START	1720829225737
REQUEST		POST task	1720829225500	1720829225759	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225759
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225759
USER	Task API Test	END	1720829225760
USER	Task API Test	START	1720829225760
REQUEST		POST task	1720829225504	1720829225763	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225763
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225763
USER	Task API Test	END	1720829225763
USER	Task API Test	START	1720829225764
REQUEST		POST task	1720829225077	1720829225828	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225829
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225829
USER	Task API Test	END	1720829225829
USER	Task API Test	START	1720829225830
REQUEST		POST task	1720829225592	1720829225849	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225850
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225850
USER	Task API Test	END	1720829225850
USER	Task API Test	START	1720829225851
REQUEST		POST task	1720829225634	1720829225891	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225892
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225892
USER	Task API Test	END	1720829225892
USER	Task API Test	START	1720829225893
REQUEST		POST task	1720829225625	1720829225894	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225894
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225894
USER	Task API Test	END	1720829225895
USER	Task API Test	START	1720829225895
REQUEST		POST task	1720829225159	1720829225922	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225922
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225922
USER	Task API Test	END	1720829225923
USER	Task API Test	START	1720829225924
REQUEST		POST task	1720829225688	1720829225947	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225947
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225947
USER	Task API Test	END	1720829225948
USER	Task API Test	START	1720829225948
REQUEST		POST task	1720829225736	1720829225994	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829225995
ERROR	GET task: No attribute named 'thiis' is defined 	1720829225995
USER	Task API Test	END	1720829225995
USER	Task API Test	START	1720829225996
REQUEST		POST task	1720829225764	1720829226025	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226026
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226026
USER	Task API Test	END	1720829226026
USER	Task API Test	START	1720829226027
REQUEST		POST task	1720829225760	1720829226052	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226053
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226053
USER	Task API Test	END	1720829226053
USER	Task API Test	START	1720829226054
REQUEST		POST task	1720829225829	1720829226090	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226090
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226090
USER	Task API Test	END	1720829226091
USER	Task API Test	START	1720829226091
REQUEST		POST task	1720829225851	1720829226104	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226104
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226104
USER	Task API Test	END	1720829226105
USER	Task API Test	START	1720829226105
REQUEST		POST task	1720829225893	1720829226149	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226150
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226150
USER	Task API Test	END	1720829226150
USER	Task API Test	START	1720829226151
REQUEST		POST task	1720829225895	1720829226155	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226155
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226155
USER	Task API Test	END	1720829226156
USER	Task API Test	START	1720829226156
REQUEST		POST task	1720829225923	1720829226190	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226190
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226190
USER	Task API Test	END	1720829226191
USER	Task API Test	START	1720829226191
REQUEST		POST task	1720829225948	1720829226202	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226202
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226202
USER	Task API Test	END	1720829226202
USER	Task API Test	START	1720829226203
REQUEST		POST task	1720829225995	1720829226244	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226244
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226244
USER	Task API Test	END	1720829226245
USER	Task API Test	START	1720829226245
REQUEST		POST task	1720829226026	1720829226276	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226277
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226277
USER	Task API Test	END	1720829226277
USER	Task API Test	START	1720829226278
REQUEST		POST task	1720829226053	1720829226309	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226310
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226310
USER	Task API Test	END	1720829226310
USER	Task API Test	START	1720829226311
REQUEST		POST task	1720829225580	1720829226341	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226341
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226341
USER	Task API Test	END	1720829226341
USER	Task API Test	START	1720829226342
REQUEST		POST task	1720829226105	1720829226363	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226364
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226364
USER	Task API Test	END	1720829226364
USER	Task API Test	START	1720829226365
REQUEST		POST task	1720829226151	1720829226409	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226410
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226410
USER	Task API Test	END	1720829226410
USER	Task API Test	START	1720829226411
REQUEST		POST task	1720829226203	1720829226460	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226461
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226461
USER	Task API Test	END	1720829226461
USER	Task API Test	START	1720829226462
REQUEST		POST task	1720829226191	1720829226485	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226486
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226486
USER	Task API Test	END	1720829226486
USER	Task API Test	START	1720829226487
REQUEST		POST task	1720829226245	1720829226505	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226506
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226506
USER	Task API Test	END	1720829226506
USER	Task API Test	START	1720829226507
REQUEST		POST task	1720829226310	1720829226565	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226565
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226565
USER	Task API Test	END	1720829226566
USER	Task API Test	START	1720829226566
REQUEST		POST task	1720829226342	1720829226599	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226600
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226600
USER	Task API Test	END	1720829226600
USER	Task API Test	START	1720829226601
REQUEST		POST task	1720829226364	1720829226621	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226622
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226622
USER	Task API Test	END	1720829226622
USER	Task API Test	START	1720829226622
REQUEST		POST task	1720829226411	1720829226661	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226661
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226661
USER	Task API Test	END	1720829226661
USER	Task API Test	START	1720829226662
REQUEST		POST task	1720829226462	1720829226719	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226719
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226720
USER	Task API Test	END	1720829226720
USER	Task API Test	START	1720829226720
REQUEST		POST task	1720829226486	1720829226749	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226749
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226749
USER	Task API Test	END	1720829226750
USER	Task API Test	START	1720829226750
REQUEST		POST task	1720829226566	1720829226827	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226828
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226828
USER	Task API Test	END	1720829226828
USER	Task API Test	START	1720829226829
REQUEST		POST task	1720829226091	1720829226857	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226858
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226858
USER	Task API Test	END	1720829226858
USER	Task API Test	START	1720829226858
REQUEST		POST task	1720829226622	1720829226881	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226882
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226882
USER	Task API Test	END	1720829226882
USER	Task API Test	START	1720829226882
REQUEST		POST task	1720829226156	1720829226902	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226903
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226903
USER	Task API Test	END	1720829226903
USER	Task API Test	START	1720829226903
REQUEST		POST task	1720829226662	1720829226934	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829226934
ERROR	GET task: No attribute named 'thiis' is defined 	1720829226934
USER	Task API Test	END	1720829226934
USER	Task API Test	START	1720829226935
REQUEST		POST task	1720829226277	1720829227049	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829227049
ERROR	GET task: No attribute named 'thiis' is defined 	1720829227049
USER	Task API Test	END	1720829227050
USER	Task API Test	START	1720829227050
REQUEST		POST task	1720829226829	1720829227091	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829227092
ERROR	GET task: No attribute named 'thiis' is defined 	1720829227092
USER	Task API Test	END	1720829227092
USER	Task API Test	START	1720829227093
REQUEST		POST task	1720829226858	1720829227119	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829227119
ERROR	GET task: No attribute named 'thiis' is defined 	1720829227119
USER	Task API Test	END	1720829227119
USER	Task API Test	START	1720829227120
REQUEST		POST task	1720829226882	1720829227138	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829227138
ERROR	GET task: No attribute named 'thiis' is defined 	1720829227138
USER	Task API Test	END	1720829227138
USER	Task API Test	START	1720829227139
REQUEST		POST task	1720829226903	1720829227161	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829227162
ERROR	GET task: No attribute named 'thiis' is defined 	1720829227162
USER	Task API Test	END	1720829227162
USER	Task API Test	START	1720829227163
REQUEST		POST task	1720829226935	1720829227201	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829227202
ERROR	GET task: No attribute named 'thiis' is defined 	1720829227202
USER	Task API Test	END	1720829227202
USER	Task API Test	START	1720829227203
REQUEST		POST task	1720829226507	1720829227303	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829227304
ERROR	GET task: No attribute named 'thiis' is defined 	1720829227304
USER	Task API Test	END	1720829227304
USER	Task API Test	START	1720829227305
